order_id,order_date,store_id,store_region,product_sku,product_category,product_name,quantity,unit_price,discount_pct,channel,updated_at
ORD-00117249,2024-09-08,126,NE,SKU-00037,Hardware,Wood Glue 16 oz.,4.0,7.19,24.0,in_store,2024-09-18
ORD-00131120,2024-05-29,147, southeast ,SKU-00003,  Power Tools,4-1/2 in. Angle Grinder,9999.0,54.39,2.0,Pro Desk,2024-06-15
ORD-00124933,2024-03-31,111,,SKU-00019,Plumbing,Single-Handle Kitchen Faucet,6.0,96.07,1.0,in_store,2024-04-16
ORD-00116005,2023-05-02,130, southeast ,SKU-00006,  hand tools, 16 oz. Claw Hammer  ,10.0,12.42,23.0,in_store,2023-05-06
ORD-00137346,2024-04-16,110,Mid West,SKU-00047,Appliances,  52 IN. CEILING FAN  ,2.0,109.15,2.0,in store,2024-04-28
ORD-00131436,2023-01-05,107,Southeast,SKU-00029,  Paint  ,9 in. Roller Kit,2.0,17.57,0.0,,2023-02-02
ORD-00133461,2024-08-06,126,SE,SKU-00014,lumber ,7/16 in. OSB Board,11.0,18.53,4.0,in store,2024-08-20
ORD-00109776,2024-09-12,121,northeast,SKU-00020,  Plumbing  ,P-Trap Kit,,7.49,7.0,instore,2024-10-01
ORD-00123078,2024-07-05,119,,SKU-00001,  Power Tools ,7-1/4 in. Circular Saw,5.0,133.38,3.0,pro_desk,2024-07-12
ORD-00139936,2024-03-14,108,West,SKU-00032,Flooring,Laminate Plank (per case),9.0,39.08,24.0,in_store,2024-04-10
ORD-00139486,2024-01-04,103,West,SKU-00009,Hand Tools,Adjustable Wrench 10 in.  ,4.0,11.66,5.0,in_store,2024-01-12
ORD-00118178,2024-05-03,106,southeast,SKU-00040,  Hardware  ,Cabinet Knobs (10-pk),1.0,21.88,4.0,instore,2024-05-24
ORD-00129440,2024-04-27,113,Mid West,SKU-00043, Garden,50 ft. Garden Hose ,7.0,,25.0,ONLINE,2024-05-05
ORD-00134117,2023-09-28,136,Southeast,SKU-00038, Hardware , Cabinet Hinges (10-pk)  ,7.0,18.63,0.0,pro desk,2023-09-29
ORD-00129598,2023-01-19,124,Northeast,SKU-00020,  PLUMBING ,  p-trap kit  ,1.0,8.21,3.0,web,2023-01-24
ORD-00133588,2024-01-11,123,,SKU-00002,Power Tools,Impact Driver Kit,8.0,138.43,4.0,in_store,2024-01-16
ORD-00106525,2024-06-07,103,MW,SKU-00045, Garden ,  all-purpose fertilizer 25 lb.,7.0,22.12,27.0,Pro Desk,2024-07-01
ORD-00109307,2024-03-02,147, southeast ,SKU-00048,Appliances,30 in. Range Hood,6.0,103.9,2.0,in store,2024-03-28
ORD-00104294,2024-07-26,143,Midwest,SKU-00040,  hardware ,Cabinet Knobs (10-pk),8.0,26.66,11.0,IN-STORE,2024-08-21
ORD-00140321,2024-04-02,129,MW,SKU-00012,Lumber,  2x4x8 Prime Stud  ,7.0,4.13,14.0,Pro Desk,2024-04-23
ORD-00126448,2023-07-20,131, southeast ,SKU-00020,Plumbing,  P-TRAP KIT ,7.0,8.9,25.0,IN-STORE,2023-07-27
ORD-00144720,2023-09-19,118,Midwest,SKU-00032,Flooring ,Laminate Plank (per case),10.0,48.94,16.0,,2023-10-02
ORD-00139513,2023-12-01,114,midwest,SKU-00022,Electrical,12/2 Romex 50 ft.,6.0,59.16,1.0,pro_desk,2023-12-08
ORD-00114474,2023-07-03,123,South East,SKU-00007,Hand Tools, 25 ft. Tape Measure ,9.0,19.52,4.0,web,2023-07-28
ORD-00121211,2024-04-12,104,Southeast,SKU-00022, Electrical  ,12/2 Romex 50 ft.,5.0,60.94,4.0,In-Store,2024-05-08
ORD-00117717,2023-04-16,100,North East,SKU-00023, electrical  ,Duplex Outlet (10-pk),12.0,8.32,3.0,,2023-05-01
ORD-00111135,2024-10-26,116,South East,SKU-00000,Power Tools,20V Cordless Drill/Driver,11.0,96.94,10.0,in store,2024-11-24
ORD-00119482,2023-11-11,139,West,SKU-00013,Lumber,1/2 in. 4x8 Plywood Sheet,5.0,42.42,24.0,instore,2023-11-29
ORD-00119885,2024-10-04,100,Midwest,SKU-00002,  Power Tools ,IMPACT DRIVER KIT ,2.0,148.71,22.0,pro desk,2024-10-25
ORD-00111835,2023-01-28,100,Midwest,SKU-00014, lumber  ,7/16 IN. OSB BOARD,4.0,20.43,2.0,web,2023-02-20
ORD-00140824,2024-03-28,135,North East,SKU-00045,Garden, ALL-PURPOSE FERTILIZER 25 LB.  ,5.0,22.26,24.0,in_store,2024-04-13
ORD-00111579,2023-12-05,113, southeast ,SKU-00031,Paint,  Angled Brush Set (3-pc) ,6.0,13.76,22.0,In-Store,2023-12-23
ORD-00103100,2023-04-12,127,Mid West,SKU-00006, HAND TOOLS ,  16 oz. claw hammer ,3.0,14.66,,instore,2023-04-30
ORD-00117257,2024-05-22,101,North East,SKU-00013, Lumber ,  1/2 in. 4x8 Plywood Sheet  ,7.0,40.97,0.0,in_store,2024-06-06
ORD-00106949,2024-04-26,141,southwest,SKU-00031, Paint , angled brush set (3-pc),12.0,11.52,3.0,in_store,2024-05-11
ORD-00104913,2023-09-27,115,west,SKU-00001,  power tools, 7-1/4 IN. CIRCULAR SAW,10.0,111.99,27.0,prodesk,2023-09-28
ORD-00128934,2023-06-24,130,West,SKU-00028,  Paint ,Bonding Primer 1 gal.,7.0,25.19,2.0,In-Store,2023-07-01
ORD-00144868,2024-02-11,115,North East,SKU-00022,Electrical,12/2 Romex 50 ft.,8.0,56.32,5.0,in store,2024-03-04
ORD-00142731,2024-04-05,118,west,SKU-00027,Paint,Interior Latex Paint 1 gal.,5.0,35.79,16.0,in store,2024-04-29
ORD-00120364,2023-03-07,111,W,SKU-00001,Power Tools,  7-1/4 in. Circular Saw ,4.0,125.91,9.0,in store,2023-03-13
ORD-00118856,2023-09-22,127,southwest,SKU-00002,Power Tools ,Impact Driver Kit,6.0,149.2,21.0,Online,2023-10-11
ORD-00103051,2023-03-04,134,,SKU-00049,Appliances,1.6 cu. ft. Microwave,5.0,112.48,3.0,In-Store,2023-03-07
ORD-00126634,2024-11-26,107, southeast ,SKU-00028,  PAINT  ,Bonding Primer 1 gal.,4.0,21.91,8.0,pro_desk,2024-12-10
ORD-00139342,2024-01-07,141, southeast ,SKU-00004,Power Tools,Random Orbital Sander,9.0,69.41,9.0,pro_desk,2024-01-16
ORD-00109860,2024-12-29,108,W,SKU-00026,Electrical,  Wire Connectors (100-ct) ,8.0,9.81,14.0,instore,2024-12-29
ORD-00118991,2024-01-31,116,Southeast,SKU-00002,Power Tools,Impact Driver Kit,7.0,145.15,11.0,ONLINE,2024-02-12
ORD-00116747,2024-03-21,115,SE,SKU-00046,Appliances,40 gal. Electric Water Heater,1.0,470.66,23.0,online,2024-04-14
ORD-00137084,2023-10-08,104,Northeast,SKU-00006, Hand Tools ,16 oz. Claw Hammer  ,6.0,16.13,16.0,IN-STORE,2023-10-13
ORD-00127143,2024-04-13,125,Mid West,SKU-00014, LUMBER  ,7/16 in. OSB Board,4.0,20.2,23.0,Pro Desk,2024-05-07
ORD-00135009,2023-04-23,129,southeast,SKU-00016,Lumber  ,Pressure-Treated 4x4x8,1.0,,10.0,in_store,2023-05-03
ORD-00107436,2023-12-09,123,North East,SKU-00031,Paint,Angled Brush Set (3-pc),3.0,13.02,18.0,Online,2023-12-12
ORD-00143159,2023-05-11,140,southeast,SKU-00013,  LUMBER  ,1/2 in. 4x8 Plywood Sheet,3.0,35.7,27.0,in store,2023-06-06
ORD-00130718,2024-02-26,101,South East,SKU-00047, appliances ,52 in. ceiling fan ,4.0,121.66,1.0,in store,2024-03-14
ORD-00102454,2023-09-20,107,West,SKU-00018, Plumbing  ,Brass Ball Valve 3/4 in.,5.0,13.83,14.0,In-Store,2023-09-20
ORD-00133242,2023-04-20,136,west,SKU-00007,  hand tools ,25 ft. Tape Measure,9.0,19.73,3.0,in_store,2023-05-17
ORD-00110750,2024-02-15,105,SE,SKU-00035,Flooring,Foam Underlayment Roll,11.0,28.98,0.0,In-Store,2024-03-13
ORD-00139734,2024-03-11,118, southeast ,SKU-00002,Power Tools,  Impact Driver Kit,1.0,162.89,,in_store,2024-04-06
ORD-00116395,2024-04-30,100, southeast ,SKU-00041,Garden,Potting Soil 2 cu. ft.,1.0,12.02,28.0,,2024-05-01
ORD-00133516,2024-10-27,133,Northeast,SKU-00022, Electrical  ,  12/2 romex 50 ft.,9.0,68.77,1.0,In-Store,2024-11-14
ORD-00101588,2023-01-27,105,NE,SKU-00011,  Hand Tools  , locking pliers 7 in.,5.0,12.33,1.0,in store,2023-02-06
ORD-00107300,2024-07-26,134,NE,SKU-00014,lumber, 7/16 in. osb board,6.0,23.8,,,2024-08-19
ORD-00119221,2024-11-09,142,NE,SKU-00020,Plumbing,P-Trap Kit,10.0,8.57,10.0,In-Store,2024-11-30
ORD-00111829,2024-10-24,116,South East,SKU-00017,  PLUMBING ,1/2 in. PVC Pipe 10 ft.,4.0,5.45,4.0,in store,2024-11-11
ORD-00125665,2024-07-17,123, southeast ,SKU-00023,Electrical,Duplex Outlet (10-pk),9.0,8.93,28.0,web,2024-07-26
ORD-00134233,2024-11-02,103,SE,SKU-00018,Plumbing,Brass Ball Valve 3/4 in.,9.0,13.8,19.0,web,2024-11-14
ORD-00104538,2024-09-06,137,SE,SKU-00033,  flooring  ,Ceramic Tile 12x12 (per box) ,6.0,26.37,0.0,Online,2024-09-06
ORD-00104134,2023-06-18,148,Northeast,SKU-00047,  Appliances  ,52 in. Ceiling Fan,,114.95,18.0,,2023-07-12
ORD-00112655,2024-05-27,130,W,SKU-00000,Power Tools,20V Cordless Drill/Driver,1.0,106.71,3.0,ONLINE,2024-06-24
ORD-00112421,2024-04-04,116,South East,SKU-00040,hardware,  Cabinet Knobs (10-pk) ,9.0,19.56,5.0,in_store,2024-04-15
ORD-00130480,2024-07-07,143,west,SKU-00023,Electrical,Duplex Outlet (10-pk),11.0,8.78,3.0,pro_desk,2024-08-01
ORD-00144931,2024-05-08,101,Northeast,SKU-00011,  Hand Tools  ,Locking Pliers 7 in.,12.0,11.5,19.0,Pro Desk,2024-05-08
ORD-00125957,2024-04-04,143,,SKU-00043, GARDEN,50 ft. Garden Hose,2.0,26.96,6.0,IN-STORE,2024-05-03
ORD-00108685,2024-01-05,134,Southeast,SKU-00047,  Appliances,  52 in. Ceiling Fan  ,2.0,112.72,0.0,,2024-01-12
ORD-00121913,2024-07-13,102,northeast,SKU-00024,Electrical,Single-Pole Breaker 20A,7.0,7.19,18.0,ONLINE,2024-08-09
ORD-00133612,2023-07-16,115,Southeast,SKU-00003,  Power Tools ,4-1/2 in. Angle Grinder,7.0,61.18,6.0,web,2023-07-21
ORD-00143852,2023-03-02,145,Midwest,SKU-00022,Electrical,12/2 romex 50 ft. ,2.0,71.17,0.0,pro desk,2023-03-18
ORD-00135664,2024-09-17,116,Southeast,SKU-00025, Electrical , LED A19 Bulb (4-pk)  ,1.0,12.29,3.0,ONLINE,2024-10-01
ORD-00106106,2024-06-20,100,W,SKU-00033,FLOORING , Ceramic Tile 12x12 (per box) ,4.0,25.7,2.0,instore,2024-07-19
ORD-00112370,2023-08-29,149,northeast,SKU-00027,paint ,Interior Latex Paint 1 gal.,12.0,37.99,,in_store,2023-09-06
ORD-00129593,2023-04-01,105,Southeast,SKU-00011,Hand Tools,Locking Pliers 7 in.,,12.84,2.0,In-Store,2023-04-01
ORD-00100126,2023-08-06,138,west,SKU-00047,Appliances,  52 in. Ceiling Fan  ,6.0,108.54,,In-Store,2023-09-04
ORD-00133063,2023-09-11,104,W,SKU-00020,Plumbing, P-Trap Kit,10.0,8.36,4.0,prodesk,2023-09-20
ORD-00144584,2023-08-13,100,South East,SKU-00031,Paint,Angled Brush Set (3-pc),,12.11,26.0,IN-STORE,2023-08-23
ORD-00136612,2023-02-17,107,W,SKU-00019,Plumbing  ,Single-Handle Kitchen Faucet,3.0,93.68,5.0,IN-STORE,2023-03-18
ORD-00140737,2023-07-02,128,northeast,SKU-00002,Power Tools,Impact Driver Kit  ,9.0,149.03,15.0,instore,2023-07-17
ORD-00120489,2023-07-19,113,midwest,SKU-00048, APPLIANCES  ,30 in. Range Hood,10.0,83.22,22.0,Online,2023-08-11
ORD-00130941,2023-01-24,104, southeast ,SKU-00033, Flooring  ,Ceramic Tile 12x12 (per box),6.0,30.13,19.0,web,2023-01-28
ORD-00116655,2023-05-09,101,northeast,SKU-00042,Garden  ,  Hardwood Mulch 2 cu. ft. ,8.0,4.42,0.0,Pro Desk,2023-05-12
ORD-00142551,2024-08-18,134,North East,SKU-00018, Plumbing,Brass Ball Valve 3/4 in.,10.0,15.0,1.0,Online,2024-08-24
ORD-00116098,2023-10-31,126,southeast,SKU-00019, PLUMBING  ,Single-Handle Kitchen Faucet,10.0,79.24,22.0,instore,2023-10-31
ORD-00115449,2024-05-10,136,southwest,SKU-00023, Electrical  ,DUPLEX OUTLET (10-PK)  ,7.0,8.53,0.0,in store,2024-05-14
ORD-00121525,2023-09-16,100,W,SKU-00022, electrical  ,12/2 Romex 50 ft.,6.0,63.86,13.0,web,2023-10-05
ORD-00139817,2023-11-10,131,W,SKU-00019, Plumbing, single-handle kitchen faucet  ,3.0,89.43,11.0,IN-STORE,2023-11-15
ORD-00119050,2023-06-09,126,West,SKU-00031, Paint  ,Angled Brush Set (3-pc),6.0,13.07,18.0,IN-STORE,2023-06-25
ORD-00128174,2024-03-13,148,North East,SKU-00006,hand tools  ,16 oz. Claw Hammer,8.0,14.21,4.0,ONLINE,2024-04-06
ORD-00141190,2024-04-12,145,North East,SKU-00027,Paint,INTERIOR LATEX PAINT 1 GAL.,5.0,37.01,28.0,IN-STORE,2024-05-09
ORD-00124467,2024-02-13,110,South East,SKU-00040,Hardware,Cabinet Knobs (10-pk),8.0,25.36,15.0,web,2024-02-15
ORD-00125359,2024-12-18,122,southwest,SKU-00047, APPLIANCES  ,52 in. Ceiling Fan,3.0,131.11,11.0,ONLINE,2024-12-24
ORD-00138224,2024-10-24,137,NE,SKU-00038,Hardware,Cabinet Hinges (10-pk),3.0,17.18,8.0,In-Store,2024-11-14
ORD-00115983,2023-10-19,135,North East,SKU-00006,Hand Tools, 16 oz. Claw Hammer,8.0,14.11,3.0,Pro-Desk,2023-11-12
ORD-00126745,2024-01-17,134,Southwest,SKU-00042,  Garden  ,Hardwood Mulch 2 cu. ft.,1.0,4.57,9.0,,2024-02-07
ORD-00131674,2023-07-13,117,West,SKU-00019,Plumbing,Single-Handle Kitchen Faucet ,11.0,88.02,16.0,In-Store,2023-07-29
ORD-00102160,2023-05-22,122,North East,SKU-00003,Power Tools, 4-1/2 in. Angle Grinder  ,2.0,64.42,0.0,in_store,2023-06-04
ORD-00143036,2024-05-02,107,southwest,SKU-00025, Electrical,LED A19 Bulb (4-pk),3.0,10.33,28.0,in store,2024-05-16
ORD-00111201,2023-07-19,131,midwest,SKU-00028,Paint,Bonding Primer 1 gal.,4.0,22.67,5.0,online,2023-08-01
ORD-00125700,2024-02-29,124,NE,SKU-00040,Hardware,cabinet knobs (10-pk)  ,8.0,19.91,21.0,web,2024-03-20
ORD-00122025,2023-06-14,145,South East,SKU-00020, PLUMBING,P-Trap Kit,12.0,8.21,10.0,in store,2023-07-07
ORD-00115890,2023-03-02,118,MW,SKU-00040,Hardware,Cabinet Knobs (10-pk),10.0,20.38,1.0,instore,2023-03-10
ORD-00131904,2023-06-14,140,W,SKU-00037,  Hardware  ,Wood Glue 16 oz.,10.0,6.57,24.0,online,2023-06-23
ORD-00107908,2023-05-12,107,West,SKU-00009,Hand Tools,Adjustable Wrench 10 in.,8.0,12.25,29.0,instore,2023-06-10
ORD-00106048,2023-07-29,107,West,SKU-00033,  FLOORING ,  Ceramic Tile 12x12 (per box) ,4.0,27.49,4.0,ONLINE,2023-08-23
ORD-00101575,2023-11-01,137,midwest,SKU-00024,  Electrical ,Single-Pole Breaker 20A,8.0,5.48,4.0,In-Store,2023-11-10
ORD-00112647,2024-10-15,145,Southeast,SKU-00008,Hand Tools  ,  SCREWDRIVER SET (10-PC) ,5.0,23.71,4.0,in store,2024-10-21
ORD-00106012,2023-02-28,111,Southwest,SKU-00000, POWER TOOLS ,20V Cordless Drill/Driver,1.0,85.93,4.0,IN-STORE,2023-03-23
ORD-00140739,2024-11-11,109,west,SKU-00038,Hardware,CABINET HINGES (10-PK) ,11.0,19.73,22.0,in store,2024-11-27
ORD-00108919,2023-12-19,105,Southwest,SKU-00021,Plumbing,Pipe Wrench 14 in.,6.0,27.48,27.0,Pro Desk,2023-12-26
ORD-00119417,2024-05-17,146,South West,SKU-00021,Plumbing,Pipe Wrench 14 in.,1.0,25.11,16.0,instore,2024-06-01
ORD-00130198,2023-06-29,115,SE,SKU-00003,  Power Tools,4-1/2 in. Angle Grinder,4.0,60.89,,in store,2023-07-13
,2023-09-12,127,South East,SKU-00025,Electrical,LED A19 Bulb (4-pk),7.0,11.83,2.0,In-Store,2023-10-02
ORD-00121185,2024-10-31,102,Midwest,SKU-00045, GARDEN  ,  ALL-PURPOSE FERTILIZER 25 LB.,9.0,20.8,4.0,in store,2024-11-23
ORD-00125642,2023-01-19,122,NE,SKU-00016, Lumber ,Pressure-Treated 4x4x8,9.0,12.13,3.0,pro_desk,2023-02-03
ORD-00143731,2023-08-15,134, southeast ,SKU-00022,electrical, 12/2 romex 50 ft. ,1.0,61.6,,ONLINE,2023-08-22
ORD-00130997,2024-10-25,128,SE,SKU-00002, power tools ,Impact Driver Kit,11.0,144.2,1.0,online,2024-11-14
ORD-00138358,2024-01-12,146, southeast ,SKU-00014, Lumber  ,7/16 in. OSB Board,2.0,22.27,13.0,in store,2024-01-13
ORD-00107136,2024-02-29,117,northeast,SKU-00020, plumbing,P-Trap Kit,6.0,6.47,21.0,,2024-03-08
ORD-00136849,2024-06-29,113,midwest,SKU-00010,  Hand Tools,  UTILITY KNIFE  ,2.0,9.17,19.0,in_store,2024-07-13
ORD-00107386,2024-12-27,100,Northeast,SKU-00043,  Garden,50 ft. Garden Hose,3.0,29.25,27.0,IN-STORE,2025-01-01
ORD-00135119,2023-10-31,101,North East,SKU-00043, garden  ,50 ft. Garden Hose,4.0,,27.0,Online,2023-11-16
ORD-00115738,2023-10-02,130,SE,SKU-00017,Plumbing,1/2 in. PVC Pipe 10 ft.,5.0,5.24,13.0,online,2023-10-25
ORD-00139184,2023-12-09,112,SW,SKU-00009,Hand Tools,Adjustable Wrench 10 in.,3.0,14.65,25.0,Online,2023-12-11
ORD-00109909,2024-05-27,131,northeast,SKU-00028,Paint,Bonding Primer 1 gal.,7.0,20.4,0.0,In-Store,2024-06-04
ORD-00141992,2023-05-17,128,northeast,SKU-00028,paint,Bonding Primer 1 gal.,7.0,22.25,25.0,web,2023-06-06
ORD-00119647,2023-10-11,131,MW,SKU-00001,POWER TOOLS , 7-1/4 in. Circular Saw  ,6.0,132.24,4.0,Pro-Desk,2023-10-21
ORD-00135322,2023-08-10,120,northeast,SKU-00031, Paint,Angled Brush Set (3-pc),4.0,14.27,4.0,In-Store,2023-08-23
ORD-00139584,2024-03-24,129,W,SKU-00030, Paint ,  Painter's Tape 1.88 in.  ,5.0,6.65,25.0,instore,2024-04-12
ORD-00135072,2024-06-14,111,northeast,SKU-00045, Garden,All-Purpose Fertilizer 25 lb.,4.0,23.86,,online,2024-07-08
ORD-00105863,2023-10-14,147,NE,SKU-00014,Lumber, 7/16 in. OSB Board ,5.0,19.32,1.0,Pro Desk,2023-10-28
ORD-00120931,2024-01-14,102,South East,SKU-00028,  Paint , BONDING PRIMER 1 GAL.,7.0,22.8,20.0,web,2024-01-29
ORD-00121303,2023-02-04,130,North East,SKU-00024, Electrical  ,Single-Pole Breaker 20A,4.0,6.43,24.0,Online,2023-02-18
ORD-00100909,2024-10-17,127,northeast,SKU-00049,  Appliances ,1.6 cu. ft. Microwave,2.0,143.44,1.0,pro_desk,2024-10-23
ORD-00123438,2024-05-30,112, southeast ,SKU-00013,  lumber,1/2 in. 4x8 Plywood Sheet,6.0,38.69,23.0,Pro-Desk,2024-06-15
ORD-00127014,2024-05-03,114,west,SKU-00011,Hand Tools,Locking Pliers 7 in.,4.0,11.83,4.0,IN-STORE,2024-05-03
ORD-00143177,2023-11-02,146,,SKU-00000,Power Tools,  20v cordless drill/driver,5.0,110.35,1.0,ONLINE,2023-11-25
ORD-00109466,2024-04-04,106,MW,SKU-00016,Lumber,Pressure-Treated 4x4x8,4.0,13.49,2.0,Online,2024-04-16
ORD-00110306,2024-02-17,148,Southeast,SKU-00038, Hardware ,Cabinet Hinges (10-pk),8.0,18.1,5.0,online,2024-03-01
ORD-00137435,2024-01-22,140,South East,SKU-00032,Flooring,laminate plank (per case),9.0,39.3,28.0,online,2024-02-07
ORD-00117413,2023-12-29,100, southeast ,SKU-00049,Appliances,1.6 cu. ft. Microwave,12.0,122.14,15.0,In-Store,2024-01-06
ORD-00107634,2024-08-03,132,South West,SKU-00015,  LUMBER ,1x6 Cedar Board,10.0,9.2,1.0,instore,2024-08-20
ORD-00142646,2024-09-14,106,Midwest,SKU-00041,Garden,Potting Soil 2 cu. ft.,9.0,12.88,20.0,pro desk,2024-09-19
ORD-00133384,2024-03-28,113, southeast ,SKU-00039,Hardware,  DRYWALL ANCHORS (50-CT)  ,7.0,6.97,10.0,ONLINE,2024-04-15
ORD-00123124,2023-12-19,109,Mid West,SKU-00024,Electrical,Single-Pole Breaker 20A,3.0,6.51,23.0,Pro Desk,2023-12-27
ORD-00101386,2024-08-21,130,southeast,SKU-00033,Flooring,  CERAMIC TILE 12X12 (PER BOX)  ,10.0,32.15,5.0,pro_desk,2024-08-27
ORD-00113116,2024-02-16,118,west,SKU-00040,Hardware,Cabinet Knobs (10-pk),4.0,20.16,13.0,pro desk,2024-02-18
ORD-00139994,2024-08-17,111,Mid West,SKU-00007, HAND TOOLS , 25 ft. Tape Measure ,6.0,17.42,10.0,,2024-09-07
ORD-00111902,2024-06-24,132,southeast,SKU-00009,HAND TOOLS  ,  ADJUSTABLE WRENCH 10 IN.  ,7.0,12.65,27.0,pro_desk,2024-07-04
ORD-00106833,2024-01-23,131,west,SKU-00038,Hardware,Cabinet Hinges (10-pk),2.0,18.84,28.0,instore,2024-02-13
ORD-00108371,2024-09-10,118,W,SKU-00026,Electrical,  wire connectors (100-ct)  ,10.0,9.27,15.0,Online,2024-09-22
ORD-00119343,2024-06-13,102,west,SKU-00042, Garden  ,Hardwood Mulch 2 cu. ft.,8.0,4.4,6.0,In-Store,2024-06-17
ORD-00120306,2023-04-13,114,Southeast,SKU-00012,Lumber,2x4x8 Prime Stud,5.0,4.55,14.0,online,2023-05-06
ORD-00140573,2024-02-25,141,,SKU-00015, lumber  ,1x6 Cedar Board,6.0,10.91,20.0,instore,2024-03-19
ORD-00114212,2024-06-07,148,Mid West,SKU-00024,  Electrical ,Single-Pole Breaker 20A,10.0,7.73,4.0,Pro Desk,2024-06-21
ORD-00125141,2024-07-11,101,west,SKU-00029,  PAINT  ,9 in. Roller Kit,5.0,14.3,4.0,instore,2024-07-11
ORD-00111321,2024-11-20,109,SW,SKU-00036,  Hardware ,DECK SCREWS 5 LB.,2.0,37.21,26.0,in store,2024-11-23
ORD-00141785,2023-07-21,103,North East,SKU-00042,Garden,Hardwood Mulch 2 cu. ft.,1.0,4.56,4.0,web,2023-07-31
ORD-00144649,2024-07-16,106,west,SKU-00014,Lumber, 7/16 IN. OSB BOARD,4.0,22.7,22.0,Pro-Desk,2024-08-09
ORD-00131852,2023-10-10,138,southwest,SKU-00049,Appliances,1.6 cu. ft. Microwave,11.0,117.9,1.0,,2023-10-23
ORD-00134888,2024-11-06,116,North East,SKU-00041,Garden,POTTING SOIL 2 CU. FT. ,11.0,12.14,0.0,in store,2024-11-18
ORD-00104639,2024-12-08,149,Southwest,SKU-00002,Power Tools, Impact Driver Kit  ,5.0,133.68,3.0,ONLINE,2024-12-11
ORD-00102152,2024-03-30,130,southeast,SKU-00034,Flooring, Luxury Vinyl Plank (per case) ,6.0,54.37,2.0,Pro Desk,2024-04-24
ORD-00125047,2024-09-09,135,Southwest,SKU-00040,Hardware,Cabinet Knobs (10-pk)  ,10.0,21.45,6.0,Pro-Desk,2024-10-06
ORD-00107928,2023-12-16,116,Mid West,SKU-00048,Appliances,30 in. Range Hood,7.0,93.8,27.0,prodesk,2023-12-27
ORD-00140925,2024-09-13,131, southeast ,SKU-00029,Paint,9 in. Roller Kit,9.0,15.39,6.0,Online,2024-09-21
ORD-00129479,2024-07-27,127,northeast,SKU-00034,Flooring,Luxury Vinyl Plank (per case),11.0,49.88,2.0,web,2024-08-08
ORD-00135409,2024-03-24,142,South West,SKU-00018, plumbing  ,Brass Ball Valve 3/4 in.,10.0,14.4,,online,2024-04-08
ORD-00139848,2024-12-05,138,southwest,SKU-00022,Electrical,12/2 Romex 50 ft.,4.0,62.5,11.0,instore,2024-12-12
ORD-00127585,2024-02-25,107,MW,SKU-00034, Flooring ,Luxury Vinyl Plank (per case),1.0,56.94,10.0,in_store,2024-03-09
ORD-00143350,2024-02-25,115,Northeast,SKU-00011, Hand Tools  ,Locking Pliers 7 in.,5.0,12.08,2.0,in_store,2024-03-10
ORD-00132607,2024-05-06,121,midwest,SKU-00000,Power Tools,  20V CORDLESS DRILL/DRIVER  ,3.0,103.71,19.0,web,2024-05-25
ORD-00118521,2023-01-26,140,South East,SKU-00041, GARDEN ,potting soil 2 cu. ft.  ,1.0,13.1,16.0,online,2023-02-09
ORD-00139266,2023-07-23,126,W,SKU-00028,  Paint,Bonding Primer 1 gal.,9.0,21.01,2.0,IN-STORE,2023-07-29
ORD-00107441,2024-09-20,117,SE,SKU-00026,  ELECTRICAL ,Wire Connectors (100-ct),2.0,9.27,19.0,pro desk,2024-09-25
ORD-00113294,2023-06-29,138, southeast ,SKU-00013,  lumber ,1/2 in. 4x8 Plywood Sheet,9.0,38.7,14.0,web,2023-07-04
ORD-00143425,2023-08-11,110,Southeast,SKU-00042,Garden, hardwood mulch 2 cu. ft.  ,5.0,4.4,2.0,pro desk,2023-08-20
ORD-00108460,2024-07-04,145,west,SKU-00027,Paint ,Interior Latex Paint 1 gal.,8.0,37.54,11.0,online,2024-07-30
ORD-00100172,2024-11-29,120,W,SKU-00039,Hardware,  DRYWALL ANCHORS (50-CT),6.0,6.8,26.0,Online,2024-12-14
ORD-00134176,2024-02-01,143,North East,SKU-00027,Paint,  INTERIOR LATEX PAINT 1 GAL.,10.0,35.64,12.0,Online,2024-03-01
ORD-00107027,2023-01-06,100,West,SKU-00003,Power Tools, 4-1/2 in. Angle Grinder,6.0,62.9,4.0,online,2023-01-10
ORD-00111812,2023-04-18,118,Midwest,SKU-00004,Power Tools ,Random Orbital Sander,11.0,59.23,3.0,Online,2023-05-12
ORD-00102386,2023-05-21,100,SE,SKU-00012, Lumber  ,  2X4X8 PRIME STUD ,12.0,4.47,1.0,in store,2023-06-13
ORD-00140984,2024-11-27,127,NE,SKU-00002, POWER TOOLS ,Impact Driver Kit,4.0,152.72,999.0,in store,2024-12-21
ORD-00134640,2023-05-02,129,South West,SKU-00023,Electrical,Duplex Outlet (10-pk),3.0,8.76,23.0,IN-STORE,2023-05-22
ORD-00115811,2024-11-20,108,Southeast,SKU-00040,Hardware,Cabinet Knobs (10-pk),12.0,23.14,0.0,prodesk,2024-11-21
ORD-00115279,2023-02-21,137,midwest,SKU-00030,paint,  Painter's Tape 1.88 in.  ,2.0,7.73,0.0,ONLINE,2023-03-05
ORD-00101038,2023-07-04,132,southwest,SKU-00047,Appliances ,52 in. Ceiling Fan,3.0,138.81,16.0,in store,2023-07-16
ORD-00112333,2024-01-15,102,west,SKU-00040, Hardware, Cabinet Knobs (10-pk),6.0,20.69,16.0,web,2024-02-01
